# id:5--10--5-1 
-0.04,0.47,1
-0.92,0.33,1
-0.65,-0.86,1
0.35,0.33,1
0.46,0.08,1
0.2,-0.52,1
0.96,0.35,-1
0.51,0.49,1
0.54,-0.43,1
-0.25,0.26,1
-0.5,0.73,1
0.82,0.55,1
0.09,-0.63,1
0.56,-0.35,-1
0.93,0.71,1
-0.75,-0.68,1
0.5,-0.96,-1
-0.42,-0.27,-1
0.04,-0.9,1
-0.52,-0.53,-1
0.7,-0.24,1
0.97,0.64,1
-0.13,-0.84,1
-0.62,-0.52,1
-0.61,-0.77,1
-0.12,-0.39,1
0.13,0.29,1
-0.63,0.71,-1
0,0.59,1
-0.77,0.39,1
-0.15,0.66,-1
-0.78,0.69,1
-0.61,0.06,1
0.33,-0.71,1
0.92,-0.79,1
-0.88,0.75,-1
-0.14,0.61,-1
0.12,0.52,-1
-0.87,0.75,1
0.66,0.27,1
0.73,-0.45,1
-0.07,-0.39,1
-0.83,0.34,1
0.96,-0.3,-1
0.04,0.68,1
-0.57,0.72,1
0.5,0.92,1
-0.86,-0.18,1
0.8,0.14,1
-0.57,0.52,-1
-0.91,0.31,1
0.84,0.08,1
0.32,0.46,1
0.52,0.04,1
0.83,-0.62,1
-1,0.5,-1
-0.33,0.8,-1
0.36,-0.53,-1
-0.45,0.83,1
-0.71,-0.21,1
0.14,0.91,-1
0.87,0.73,1
0.75,0.95,1
-0.6,-0.32,1
0.86,-0.14,-1
0.35,-0.45,1
0.32,-0.48,1
-0.57,0.88,1
0.99,0.2,1
0.83,-0.17,1
0.23,-0.88,1
0.64,0.28,1
-1,0.24,1
0.71,-0.22,1
-0.74,0.22,1
-0.92,-0.9,-1
-0.78,0.73,1
0.29,0.17,1
0.09,0.93,1
0.91,0.91,1
-0.65,0.08,1
-0.42,-0.23,1
0.16,-0.04,1
-0.76,-0.5,1
-0.42,0.87,1
0.37,0.12,-1
0.65,-0.94,1
-0.23,0.05,1
0.14,0.19,1
-0.91,-0.85,-1
0.09,-0.21,-1
0.76,0.68,1
-0.64,-0.61,-1
0.48,-0.84,1
0.74,-0.96,1
-0.97,0.94,-1
-0.48,-0.95,1
-0.44,0.75,1
0.02,-0.96,-1
-0.45,-0.44,1
0.18,-0.46,1
-0.09,0.16,1
-0.95,-0.61,1
-0.59,-0.98,-1
0.57,0.01,1
-0.39,-0.92,1
0.56,0.63,1
0.21,0.89,1
0.64,0.16,-1
-0.23,0.7,1
0.76,-0.59,-1
0.84,-0.85,1
0.4,0.62,1
0.7,0.5,1
0.29,-0.09,1
-0.74,0.71,1
0,0.21,-1
0.65,-0.97,1
-0.66,0.89,1
-0.5,0.04,1
-0.58,-0.02,1
-0.88,0.93,-1
-0.85,0.84,1
0.25,0.03,-1
-0.86,0.65,1
-0.64,-0.5,-1
0.51,0.08,1
0.04,0.5,-1
0.45,0.48,1
0.37,-0.54,1
-0.42,-0.78,1
-0.86,0.31,1
-0.26,-0.49,1
-0.86,-0.52,1
-0.48,0.45,-1
-0.39,-0.05,-1
0.99,0.53,1
0.76,-0.33,-1
-0.43,0.84,-1
-0.16,0.51,1
-0.84,0.44,1
0.46,0.12,1
0.29,-0.12,1
-0.96,0.64,1
-0.2,-0.81,1
0.48,-0.53,-1
-0.65,0.01,1
0.29,-0.94,1
-0.75,-0.32,1
-0.35,-0.28,-1
-0.45,0.98,1
0.41,0.08,-1
0.28,-0.13,-1
-0.73,0.47,1
0.16,0.45,-1
0.61,-0.26,1
-0.42,0.02,-1
-0.7,0.14,1
-0.83,0.43,1
0.09,0.07,1
-0.35,0.35,1
-0.16,0.72,1
0.11,-0.04,-1
0.73,-0.95,1
-0.26,0.73,1
-0.17,0.7,1
0.14,0.69,-1
-0.14,-0.86,1
-0.4,-0.74,1
-0.86,-0.45,-1
-0.65,-0.82,-1
-0.33,-0.84,-1
0.5,-0.94,1
-0.62,0.01,1
0.56,0.83,1
0.1,-0.93,1
0.69,0.24,1
0.32,-0.72,-1
0.13,0.04,-1
-0.48,-0.66,1
-0.98,0.97,1
0.07,0.43,1
-0.38,0.42,1
-0.88,-0.9,1
0.53,-0.62,1
0.29,-0.83,-1
0.6,-0.85,1
0.67,-0.77,1
0.38,-0.58,1
0.5,0.08,1
0.61,0.4,1
0.98,-0.17,-1
-0.47,-0.93,1
-0.81,0.5,1
0.55,-0.17,1
-0.06,0.5,-1
0.77,0.76,1
0.8,0.35,1
0.05,0.56,1
-0.9,-0.29,1
0.92,0.38,-1
-0.45,-0.62,1
-0.8,1,1
0.03,-0.45,1
0.79,0.74,-1
-0.47,0.86,1
-0.77,0.92,-1
0.27,-0.46,1
0.41,-0.37,1
-0.89,0.79,1
-0.2,-0.36,1
0.25,0.24,-1
0.6,-0.7,-1
-0.31,0.4,1
0.97,-0.2,-1
-0.78,-0.59,1
-0.47,0.88,1
-0.46,0.48,-1
-0.75,-0.23,1
-0.4,0.48,1
0.63,0.04,-1
-0.31,-0.67,-1
0.14,-0.86,-1
-0.64,0.49,-1
0.29,-0.07,-1
-0.32,-0.49,-1
0.15,-0.45,1
-0.67,-0.73,1
0.11,0.39,1
-0.96,-0.36,1
0.78,0.47,-1
0.61,0.57,-1
0.12,0.28,1
0.75,-0.63,1
0.68,-0.97,1
0.32,0.82,1
0.59,-0.49,-1
0.73,0.68,-1
-0.09,-0.87,1
-0.19,-0.75,-1
-0.89,-0.33,1
-0.98,-0.83,-1
0.25,-0.89,1
0.3,0.54,-1
-0.28,-0.33,-1
0.39,-0.08,1
-0.46,-0.03,1
-0.5,0.31,1
-0.89,-0.02,1
-0.3,0.51,1
0.29,-0.03,-1
0.02,0.19,1
-0.51,-0.36,1
0.88,-0.73,-1
0.81,0.54,1
0.5,0.06,-1
0.52,0.65,1
0.41,-0.14,1
0.96,-0.27,-1
-0.99,-0.63,1
-0.72,0.35,-1
-0.78,-1,-1
-0.1,0.42,1
0.35,-0.83,1
-0.96,0.27,-1
-0.03,0.57,1
0.34,0.23,1
0.26,0.46,-1
0.12,0.7,-1
-0.77,0.35,1
-0.18,-0.32,1
-0.12,-0.92,-1
0.03,-0.04,1
-0.1,0.87,-1
0.5,0.95,1
0.73,1,1
0.71,-0.24,-1
-0.57,-0.67,1
0.82,-0.57,1
-0.59,-0.69,1
0.82,0.56,-1
0.86,0.29,1
0.57,0.52,-1
-0.88,0.98,1
0.2,0.95,1
0.47,-0.78,1
0.08,-0.39,1
-0.28,-0.98,1
-0.09,-0.64,1
0.98,-0.83,1
0.46,-0.47,1
-0.64,-0.53,1
0.28,-0.3,1
0.48,0.41,1
0.48,-0.79,-1
-0.69,0.25,-1
0.95,0.21,-1
0.52,-0.12,1
0.82,-0.04,1
-0.98,0.52,1
0.66,0.62,-1
0.25,0.25,-1
0.67,0.04,1
-0.07,-0.97,1
-0.47,-1,1
-0.54,0.7,1
-0.21,-0.58,1
-0.19,0.11,1
0.52,-0.23,-1
0.54,-0.87,1
-0.05,0.11,-1
0.94,0.87,1
0.72,-0.98,1
0.95,0.09,1
0.26,0.3,1
-0.83,0.53,-1
0.95,-0.9,1
0.03,-0.82,1
-0.74,0.81,1
0.77,0.21,-1
-0.38,0.57,-1
0.51,-0.86,1
-0.17,-0.52,1
0.64,-0.96,-1
0.84,0.64,1
0.74,0.91,1
-0.01,0.16,-1
0.77,0.09,1
0.31,-0.99,-1
0.27,-0.95,-1
-0.13,0.62,-1
0.75,-0.67,-1
-0.66,0.41,-1
-0.52,-0.96,1
0.28,-0.03,1
-0.01,-0.96,1
0.07,-0.52,-1
0.56,0.71,1
-0.16,-0.21,1
0.53,0.73,1
-0.09,0.25,-1
0.25,-0.61,1
-0.53,0.21,-1
0.49,0.81,1
-0.24,0.89,1
0.63,0.81,1
0.22,0.39,1
0.23,0.5,1
-0.32,0.34,1
0.81,0.09,1
0.54,-0.42,1
-0.97,0.55,1
-0.1,-0.32,-1
0.85,0.41,-1
-0.22,0.11,1
0.71,0.53,-1
-0.18,-0.82,-1
0.75,-0.61,1
-0.47,-0.5,1
0.66,-1,1
0.67,0.68,1
0.61,0.14,1
-0.05,0.09,-1
-0.9,-0.52,-1
-0.71,0.33,1
0.85,-0.52,1
-0.82,-0.64,1
-0.85,0,1
0.93,-0.77,-1
0.18,-0.11,-1
0.07,0.6,1
0.54,-0.53,1
-0.64,-0.31,-1
0.3,0.01,-1
0.32,-0.77,1
-0.46,0.29,1
0.62,-0.93,1
0.66,-0.83,1
0.12,-0.41,-1
0.9,-0.79,1
-0.17,-0.42,1
-0.28,-0.19,1
-0.03,0.85,1
0.62,0.32,1
0.33,-0.97,1
-0.77,-0.86,-1
0.94,-0.38,-1
-0.61,0.05,-1
0.77,0.64,1
0.63,0.91,-1
0.26,0.28,1
-0.56,0.05,1
-0.94,-0.03,1
-0.18,-0.33,1
0.24,0.4,1
-0.32,0.35,1
0.1,0.12,1
-0.91,-0.9,1
-0.98,-0.63,1
-0.77,-0.36,1
0.67,-0.41,1
-0.45,-0.32,-1
-0.62,-0.72,-1
-0.46,0.25,1
0.06,-0.91,1
0.54,0.44,1
-0.68,-0.97,-1
-0.12,-0.77,1
0.79,0.2,1
0.49,0.46,1
-0.71,0.89,1
0.08,-0.58,1
0.51,-0.46,-1
0.59,-0.5,1
-0.15,0.61,-1
0.61,-0.82,1
-0.17,-0.95,1
0.67,0.87,1
0.04,-0.44,1
1,0.73,1
-0.79,0.28,-1
0.37,-0.93,1
0.2,-0.5,1
-0.66,0.79,1
-0.46,-0.78,1
0.61,0.37,1
0.2,-0.34,1
0.86,0.01,1
0.88,-0.45,1
0.64,-0.59,1
0.34,0.82,1
0.14,0.67,1
0.87,0.76,-1
0.08,0.12,1
0.35,0.72,1
0.15,-0.4,-1
-0.07,-0.75,1
0.6,0.67,-1
0.55,-0.35,-1
-0.64,0.31,1
0.97,-0.26,-1
0.24,-0.6,1
-0.61,-0.08,1
-0.93,-0.17,1
-0.39,0.97,-1
-0.59,-1,-1
-0.61,-0.11,-1
-0.87,-0.48,-1
-0.41,-0.72,-1
-0.88,0.16,1
-0.34,-0.78,-1
-0.43,-0.26,-1
0.93,0.66,1
0.84,-0.18,-1
-0.7,-0.09,-1
0.6,0.88,-1
0.02,-0.53,1
-0.81,-0.32,1
0.55,-0.88,-1
0.61,0.77,-1
0.94,-0.39,-1
-0.15,-0.2,1
0.33,1,1
-0.41,-0.52,-1
0.92,-1,1
0.09,0.39,1
-0.65,0.46,1
0.71,-0.27,1
0.76,0.84,-1
0.54,-0.68,1
-1,-0.99,1
-0.7,0.68,1
1,0.28,-1
-0.4,-0.77,-1
0.56,-0.42,1
0.38,0.43,1
-0.22,0.3,-1
-0.94,0.96,1
-0.48,0.43,1
0.07,-0.94,1
-0.45,-0.79,1
-0.62,-0.45,-1
-0.01,0.29,1
-0.69,0.76,1
-0.62,0.14,1
-0.65,-0.43,1
0.99,0.04,-1
-0.59,-0.1,1
-0.76,-0.71,1
-0.98,0.94,1
-0.92,-0.56,1
0.6,0.11,1
-0.64,0.3,1
0.03,-0.84,-1
0.47,0.99,1
-0.38,0.21,-1
-0.89,0.46,1
0.82,0.72,-1
0.24,0.52,1
0.37,0.63,1
0.86,0.08,1
-0.08,0.97,1
-0.85,-0.36,-1
0.14,0.07,-1
0.43,0.9,1
-0.86,-0.85,1
0.06,0.37,1
0.92,0.77,-1
0.39,0.97,1
0.98,0.09,1
-0.34,0.33,1
-0.67,-0.56,-1
-0.81,-0.84,1
-0.59,-0.86,1
0.18,-0.5,1
-0.06,0.78,1
0.62,0.91,1
0.38,0.67,1
-0.6,0.73,-1
-0.1,0.27,1
-0.8,-0.55,1
0.68,0.57,-1
-0.75,0.13,-1
-0.64,-0.97,1
0.07,0.83,1
0.48,-0.03,1
0.68,0.36,1
-0.97,-0.06,-1
-0.82,0.96,-1
-0.52,-0.23,1
0.14,-0.6,1
0.9,-0.4,1
-0.82,-0.43,1
0.3,-0.78,1
1,0.62,-1
-0.65,0.09,1
0.66,-0.69,1
0.55,0.68,1
0.72,0.6,-1
-0.36,-0.22,1
-0.87,-0.96,-1
0.28,-0.59,-1
-0.62,0.83,1
0.32,-0.84,1
-0.81,-0.86,-1
0.36,0.21,1
0.52,-0.96,-1
0.73,-0.61,-1
-0.21,0.45,1
0.75,0.25,-1
0.98,0.07,1
-1,0.34,1
-0.58,0.28,-1
0.47,0.18,1
-0.29,-0.29,-1
-0.4,-0.87,1
-0.84,-0.68,1
0.34,-0.32,1
0.02,-0.69,1
0.1,-0.73,-1
0.16,0.61,1
0.49,0.58,1
0.52,-0.8,-1
0.69,0.23,1
0.6,-0.36,-1
-0.67,0.77,1
-0.9,-0.28,1
0.59,-0.49,1
-0.71,0.9,1
0.14,0.36,1
0.67,0.76,-1
0.11,0.51,1
-0.89,0.51,1
-0.37,0.03,-1
0.09,0.66,1
-0.62,0.5,-1
0.41,-0.97,1
-0.21,-0.29,1
-0.42,-0.49,-1
0.4,-0.53,1
0.62,0.66,1
0.27,-0.7,1
-0.72,0.38,-1
-0.03,-0.62,1
-0.51,-0.39,1
-0.54,-0.43,1
-0.64,-0.17,-1
0.52,-0.41,1
0.65,0.09,1
-0.1,-0.05,-1
0.46,-0.65,-1
-0.1,0.28,1
0.84,-0.42,1
0.42,-0.12,1
0.97,-0.7,1
0.14,0.97,1
-0.99,0.23,1
-0.02,0.34,1
-0.56,-0.51,-1
0.86,-0.2,-1
0.71,0.51,1
-0.92,0.45,1
0.24,-0.43,-1
0.33,-0.63,1
0.58,-0.71,-1
0.85,0,-1
-0.51,0.14,1
-0.47,0.69,1
-0.78,0.62,-1
-0.49,0.9,-1
-0.15,0.16,-1
0.05,0.14,-1
-0.56,-0.17,-1
0,-0.79,-1
-0.41,0.68,1
0.2,0.65,1
0.9,-1,1
0.56,0.41,1
-0.14,0.56,1
-0.95,-0.51,1
-0.31,0.03,1
0.49,-0.31,1
0.57,-0.43,-1
0.82,-0.57,1
-0.71,0.28,1
-0.24,0.34,-1
-0.97,-0.82,-1
0.72,-0.15,1
0.9,0.39,-1
0.51,-0.82,1
0.33,-0.17,1
-0.39,0.46,1
0.37,0.75,1
0.98,0.73,1
0.5,-0.68,1
-0.77,0.29,1
0.95,0.65,-1
-0.89,0.96,-1
0.77,-0.38,-1
0.35,0.05,1
0.4,0.46,1
0.74,-0.42,1
-0.02,0.65,-1
-0.77,0.96,1
0.91,-0.52,1
-0.44,-0.9,1
-0.19,0.94,1
0.52,0.84,1
0.52,0.41,1
-0.81,-0.37,-1
0.58,-0.14,1
0.93,0.54,1
-0.66,0.35,1
0.17,-0.56,1
-0.97,0.72,-1
-0.78,-0.19,1
0.55,0.79,1
-0.2,-0.05,-1
-0.77,-0.27,1
0.93,0.87,1
-0.21,0.32,1
-0.59,0.02,1
0.49,-0.85,-1
-0.36,-0.07,-1
-0.8,0.44,1
0.96,-0.26,1
-0.73,-0.33,1
0.52,0.42,1
0.27,-0.96,1
-0.96,0.31,1
-0.84,-0.51,1
-0.73,0.83,1
-0.81,0.1,1
0.54,-0.23,1
0.5,0.73,1
-0.6,0.34,1
0.75,0.41,1
0.41,-1,-1
1,-0.61,1
-0.08,-0.02,1
-0.42,0.09,1
-0.75,0.01,1
0.33,0.75,-1
0.03,-0.84,-1
0.22,-0.66,-1
0.68,0.59,-1
0.39,0.3,1
0.96,-0.29,1
0.35,0.12,1
0.85,-0.25,1
-0.06,-0.3,-1
0.73,0.88,-1
0.95,0.37,1
-0.21,-0.46,-1
-0.03,-0.23,1
0.88,-0.63,-1
-0.16,-0.15,-1
-0.33,0.66,-1
-0.45,-0.6,1
-0.52,0.87,1
0.34,0.33,1
0.69,-0.43,1
-0.43,-0.73,1
-0.46,-0.61,1
0.21,-0.82,-1
0.28,-0.53,-1
0.1,0.84,1
0.73,0.1,-1
-0.57,-0.32,1
-0.67,-0.91,1
0.98,0.9,-1
-0.2,0.18,-1
-0.02,0.21,1
-0.93,0.71,-1
0.58,-0.68,-1
-0.04,0.84,1
-0.15,-0.77,1
-0.99,-0.97,-1
-0.45,-1,-1
-0.43,0.68,1
-0.43,0.5,-1
-0.24,-0.53,1
0.97,0.04,1
-0.02,-0.8,-1
-0.68,0.99,-1
0.34,-0.69,1
-0.66,-0.34,-1
-0.85,-0.35,1
0.83,-0.17,-1
-0.02,0.91,1
-0.91,-0.04,1
-0.1,-0.33,1
0.7,-0.39,1
0.97,0.02,1
-0.02,-0.03,1
0.8,0.7,1
-0.44,-0.21,-1
0.32,-0.72,1
0.85,0.77,1
-0.25,-0.97,1
-0.2,-0.78,1
-0.1,-0.01,-1
-0.51,-0.36,1
0.53,-0.79,1
0.42,0.06,-1
0.89,0.08,1
0.89,-0.65,-1
0.62,0.55,1
0.57,0.38,-1
0.59,-0.71,1
-0.36,-0.81,1
0.72,-0.52,-1
0.68,0.26,1
-0.39,0.63,1
0.39,-0.53,-1
0.78,0.77,-1
-0.6,-0.09,-1
-0.55,-0.71,1
0.78,-0.23,1
0.31,0.67,-1
0.63,0.99,1
0.94,-0.51,1
0.97,0.02,1
0.34,0.83,-1
-0.34,0.73,1
0.69,0.73,1
0.88,0.22,1
-0.45,-0.9,1
-0.77,0.32,-1
0.13,-0.12,1
-0.75,0.15,1
-0.71,-0.03,-1
0.05,0.23,1
0.74,-0.76,-1
0.4,-0.25,1
-0.73,-0.98,1
-0.91,-0.55,1
0.37,0.22,1
-0.61,0.2,1
0.85,0.55,1
0.85,-0.71,1
0.67,-0.98,1
-0.76,0.03,-1
-0.6,-1,1
0.58,0.53,1
-0.22,-0.53,1
-0.18,0.71,-1
0.55,0.2,-1
0.28,0.22,1
-0.53,0.3,1
-0.67,0.77,1
-0.46,0.99,1
-0.45,0.14,-1
-0.7,0.32,1
-0.83,0.11,1
0.2,-0.8,1
0.85,0.39,1
-0.17,-0.69,1
-0.99,-0.96,-1
-0.07,-0.28,1
0.18,0.29,-1
0.29,0.73,-1
-0.07,0.15,1
-0.23,0.26,1
0.91,0.02,-1
-0.4,0.31,-1
0.95,-0.87,1
-0.79,-0.97,-1
0.24,-0.8,1
0.19,-0.91,-1
-0.29,-0.59,1
0,0.53,1
0.93,-0.61,1
-0.2,0.33,1
0.42,-0.11,1
-0.22,0.75,1
-0.75,0.76,1
0.42,-0.57,-1
-0.76,0.14,1
0.44,-0.75,1
0.19,-0.3,-1
-0.14,-0.53,-1
0.86,-0.87,1
0.07,0.75,-1
-0.28,0.99,1
0.52,-0.52,-1
0.05,-0.4,1
0.78,-0.91,-1
0.27,-0.07,-1
0.33,-0.03,1
0.7,0.24,1
0.02,0.76,-1
0.58,-0.23,-1
-0.69,-0.72,1
0.88,-0.75,1
0.26,-0.1,1
-0.72,0.24,-1
0.39,-0.61,-1
0.06,-0.82,1
-0.46,0.43,1
-0.96,-0.07,1
-0.15,1,1
0.26,0.84,1
0.86,-0.33,1
-0.13,0.54,-1
0.76,0.09,1
-0.47,0.56,1
0.72,0.8,-1
0.16,0.69,1
-0.69,0.46,1
-0.35,-0.99,1
-0.04,-0.85,1
0.76,-0.37,1
0.41,-0.53,1
0.59,0.25,1
0.96,-0.15,1
-0.15,0.88,-1
-0.89,0.88,-1
-0.38,-0.94,1
0.09,-0.19,1
0.48,-0.61,-1
-0.35,0.42,-1
0.76,-0.12,1
-0.49,-0.22,1
0.39,-0.35,1
0.69,0.96,-1
0.06,-0.83,-1
-0.45,0.29,1
0.1,-0.66,1
-0.11,0.65,-1
0.62,-0.65,1
0.38,0.31,1
-0.43,-0.53,1
0.32,0.99,-1
-0.04,0.89,1
-0.45,0.87,-1
0.86,0.57,-1
-0.34,-0.12,-1
-0.97,-0.19,-1
0.13,-0.95,1
0,-0.77,1
-0.32,0.7,1
0.53,0.79,1
0.62,0.36,1
0.77,-0.5,1
-0.64,-0.84,1
0.47,-1,1
0.59,0.71,1
0.11,-0.97,1
-0.41,0.59,-1
0.85,-0.41,-1
0.21,0.89,-1
-0.55,0.76,1
0.46,-0.93,1
-0.5,0.53,1
0.76,0.38,1
-0.95,-0.15,1
0.46,0.75,1
-0.9,-0.83,-1
-0.54,-0.43,1
0.71,-0.33,1
0.01,0.68,-1
0.06,0.59,-1
-0.66,0.72,1
0.62,-0.41,1
-0.38,-0.28,1
-0.93,-0.29,-1
0.4,-0.9,1
-0.73,-0.98,1
-0.01,-0.79,-1
-0.24,-0.01,-1
-0.73,0.7,1
-0.87,-0.61,-1
-0.88,0.5,-1
0.66,-0.41,1
0.78,-0.46,1
0.33,-0.87,1
0.53,-0.48,1
-0.59,-0.14,-1
-0.92,0.96,1
-0.09,0.5,1
-0.95,0.05,1
0.03,0.02,1
0.17,-0.2,1
0.18,-0.62,1
-0.1,0.31,1
0.12,-0.07,1
0.56,-0.81,-1
-0.85,-0.08,1
0.16,-0.21,1
0.13,0.91,-1
0.79,-0.48,-1
0.93,-0.34,1
0.31,-0.01,-1
-0.35,0.76,-1
-0.75,0.42,1
-0.27,0.43,1
-0.63,0.67,1
-0.61,-0.94,-1
-0.54,-0.18,-1
-0.33,-0.13,1
-0.87,-0.02,1
-0.19,0.95,1
-0.89,-0.57,1
-0.29,0.43,-1
-0.1,0.27,1
0.42,0.4,1
0.03,0.43,1
0.81,0.17,1
-0.59,-0.42,-1
-0.74,-0.64,1
0.01,0.58,1
0.75,-0.58,1
0.16,-0.57,1
-0.52,0.58,-1
-0.65,-0.94,1
0.67,-0.99,1
-0.16,-0.14,1
0.92,-0.87,1
-0.37,0.7,-1
0.88,0.95,1
-0.26,0.57,1
-0.37,-0.17,1
0.84,-0.14,-1
0.15,0.27,1
0.03,0.55,1
-0.88,0.07,-1
0.26,0.94,-1
-0.31,-0.56,1
0.57,0.23,1
0.47,-0.39,1
-0.08,-0.52,1
-0.58,0.53,-1
0.9,0.84,-1
0.68,-0.08,-1
0.17,0.83,1
0.27,-0.63,-1
-0.85,0.43,-1
0.24,0.87,-1
0.99,0.86,-1
-0.61,0.93,-1
-0.93,0.35,1
-0.14,0.91,1
0.5,0.73,1
-0.05,0.41,1
0.36,0.75,1
0.57,-0.11,1
0.15,0.33,1
-0.81,-0.61,1
-0.52,-0.81,1
-0.35,0.19,1
0.26,-0.03,1
-0.62,-0.81,-1
-0.23,0.95,1
0.78,0.08,-1
0.44,0.5,-1
-0.73,-0.43,1
0.61,0.36,1
0.34,-0.78,1
-0.31,-0.94,1
0.15,-0.75,1
0.93,-0.03,1
-0.48,0.61,-1
-0.52,-0.7,1
0.45,-0.65,-1
-0.45,0.24,1
0.04,0.09,1
0.02,0.54,1
0.08,-0.99,-1
-0.78,-0.86,-1
0.96,0.58,1
-0.5,-0.23,1
0.72,0.86,1
-0.6,0.56,1
-0.76,0.52,-1
-0.59,0.49,1
-0.65,0.24,1
0.6,-0.64,1
0.28,-0.54,-1
0.67,0.27,-1
-0.02,-0.23,-1
0.25,-0.85,-1
-0.61,-0.83,1
-0.24,-0.49,1
0.83,-0.68,-1
0.16,0.17,1
-0.43,0.63,-1
-0.71,-0.29,1
0.35,0.64,1
-0.06,-0.23,1
-0.22,0.42,1
-0.19,0.16,-1
0.81,-0.04,1
-0.29,-0.66,-1
-0.2,0.56,-1
0.2,-0.48,-1
-0.08,-0.56,-1
0.51,0.61,1
0.43,0.03,-1
0.09,0.9,-1
-0.63,-0.02,-1
-0.73,-0.37,1
0.02,-0.42,-1
0.05,0.62,1
0.46,0.21,1
0.93,-0.36,1
-0.74,-0.28,1
-0.36,-0.98,1
0.42,-0.82,-1
0.44,0.61,1
0.51,1,1
0.23,0.28,1
0.29,0.2,1
-0.79,-0.63,-1
0.58,0.64,1
-0.42,0.87,1
-0.4,0.54,1
-0.66,-0.01,1
0.33,-0.49,1
0.41,-0.64,1
-0.36,-0.11,-1
-0.49,-0.08,1
-0.25,-0.29,1
-0.73,0.51,1
-0.06,-0.6,1
0.47,-0.53,-1
-0.66,0.69,1
0.76,0.24,1
-1,0.43,1
0.91,0.57,-1
0.05,0.19,1
0.37,-0.88,1
-0.42,-0.53,1
-0.75,-0.64,-1
0.66,0.7,1
0.09,0.37,1
-0.39,-0.49,1
0.38,-0.7,-1
-0.13,-0.69,1
-0.47,-0.47,1
0.19,0.28,1
0.28,0.92,1
# id:5-5--5-1 
0.88,0.31,1
1,-0.36,1
-0.38,-0.57,1
0.43,0.75,-1
-0.82,0.34,1
0.4,0.14,-1
-0.69,0.54,-1
0.08,-0.09,-1
-0.49,-0.99,1
-0.31,0.08,-1
0.63,0.85,-1
0.68,-0.31,1
-0.02,-0.35,1
-0.02,-0.12,1
0.66,0.91,-1
0.03,0.24,-1
0.38,-0.84,1
0.53,0.51,-1
0.2,-0.57,1
0.36,0.38,-1
0.61,0.18,1
-0.62,0.41,-1
0.44,0.2,-1
0.35,0.63,-1
-0.55,-0.51,1
-0.01,-0.15,1
0.01,0.36,-1
0.13,-0.79,1
-0.79,-0.68,1
-0.57,0.09,1
-0.76,0.9,-1
0.86,0.23,1
0.93,0.31,1
-0.76,-0.06,1
0.8,0.59,1
0.56,-0.41,1
-0.19,0.1,-1
-0.48,0.83,-1
-0.29,0.95,-1
-0.66,-0.69,1
0.17,0.07,-1
0.17,0.38,-1
-0.57,-0.47,1
-0.45,-0.04,1
-0.41,-0.02,1
-0.61,0.74,-1
0.66,0.5,-1
-0.58,0.47,-1
0.83,0.76,1
0,-0.21,1
-0.72,0.73,-1
-0.22,-0.78,1
0.4,0.11,1
-0.65,0.02,1
0.05,0.27,-1
-0.47,0.43,-1
-0.45,0.63,-1
-1,0.72,1
0.84,0.47,1
-0.91,0.68,1
-0.38,-0.04,1
